1,16,0.001794,0.000140,7.78%
1,32,0.003725,0.000383,10.29%
1,64,0.009876,0.000801,8.11%
1,128,0.02651,0.00110,4.13%
1,256,0.08776,0.00108,1.23%
1,512,0.32664,0.00159,0.49%
1,1024,1.28146,0.00438,0.34%
1,2048,5.1168,0.0108,0.21%
1,4096,20.2611,0.0520,0.26%
1,8192,81.345,0.197,0.24%
2,16,0.0015884,0.0000853,5.37%
2,32,0.002439,0.000182,7.47%
2,64,0.005080,0.000379,7.46%
2,128,0.015376,0.000782,5.08%
2,256,0.048454,0.000896,1.85%
2,512,0.170586,0.000968,0.57%
2,1024,0.65421,0.00105,0.16%
2,2048,2.58920,0.00326,0.13%
2,4096,10.3315,0.0111,0.11%
2,8192,41.3654,0.0400,0.10%
4,16,0.001618,0.000167,10.29%
4,32,0.002031,0.000155,7.62%
4,64,0.003057,0.000276,9.04%
4,128,0.008084,0.000416,5.15%
4,256,0.024947,0.000543,2.18%
4,512,0.08712,0.00101,1.16%
4,1024,0.333664,0.000896,0.27%
4,2048,1.31492,0.00105,0.08%
4,4096,5.23887,0.00193,0.04%
4,8192,20.93051,0.00369,0.02%
8,16,0.002012,0.000307,15.28%
8,32,0.002062,0.000201,9.74%
8,64,0.003023,0.000195,6.44%
8,128,0.005274,0.000660,12.51%
8,256,0.012448,0.000533,4.28%
8,512,0.044799,0.000810,1.81%
8,1024,0.171644,0.000699,0.41%
8,2048,0.677231,0.000741,0.11%
8,4096,2.70184,0.00178,0.07%
8,8192,10.77898,0.00215,0.02%
16,16,0.002462,0.000322,13.07%
16,32,0.002779,0.000240,8.62%
16,64,0.002429,0.000169,6.96%
16,128,0.005175,0.000332,6.41%
16,256,0.012951,0.000625,4.83%
16,512,0.045429,0.000580,1.28%
16,1024,0.172339,0.000733,0.43%
16,2048,0.678124,0.000724,0.11%
16,4096,2.69904,0.00147,0.05%
16,8192,10.78246,0.00456,0.04%
32,16,0.003951,0.000722,18.28%
32,32,0.003257,0.000343,10.54%
32,64,0.003462,0.000305,8.81%
32,128,0.005716,0.000519,9.08%
32,256,0.014373,0.000485,3.38%
32,512,0.046844,0.000713,1.52%
32,1024,0.173443,0.000453,0.26%
32,2048,0.678511,0.000531,0.08%
32,4096,2.69843,0.00105,0.04%
32,8192,10.8147,0.0221,0.20%
