1,16,0.0020925,0.0000547,2.61%
1,32,0.004012,0.000377,9.39%
1,64,0.011902,0.000707,5.94%
1,128,0.030564,0.000916,3.00%
1,256,0.100632,0.000564,0.56%
1,512,0.37324,0.00125,0.34%
1,1024,1.46606,0.00311,0.21%
1,2048,5.7891,0.0164,0.28%
1,4096,23.1802,0.0484,0.21%
1,8192,92.9496,0.0803,0.09%
2,16,0.0018217,0.0000637,3.49%
2,32,0.002681,0.000176,6.55%
2,64,0.006395,0.000731,11.43%
2,128,0.018244,0.000602,3.30%
2,256,0.053347,0.000864,1.62%
2,512,0.193413,0.000628,0.32%
2,1024,0.74155,0.00130,0.18%
2,2048,2.94443,0.00340,0.12%
2,4096,11.7511,0.0104,0.09%
2,8192,46.9213,0.0393,0.08%
4,16,0.0016421,0.0000640,3.90%
4,32,0.002201,0.000178,8.09%
4,64,0.003345,0.000243,7.25%
4,128,0.008611,0.000514,5.96%
4,256,0.027382,0.000685,2.50%
4,512,0.097247,0.000881,0.91%
4,1024,0.377443,0.000715,0.19%
4,2048,1.495976,0.000938,0.06%
4,4096,5.96018,0.00210,0.04%
4,8192,23.79583,0.00424,0.02%
8,16,0.001920,0.000267,13.91%
8,32,0.002104,0.000227,10.78%
8,64,0.003007,0.000240,7.99%
8,128,0.005741,0.000405,7.06%
8,256,0.013925,0.000645,4.63%
8,512,0.050600,0.000960,1.90%
8,1024,0.195425,0.000574,0.29%
8,2048,0.770765,0.000802,0.10%
8,4096,3.07014,0.00113,0.04%
8,8192,12.26176,0.00390,0.03%
16,16,0.002420,0.000131,5.42%
16,32,0.002789,0.000186,6.66%
16,64,0.002701,0.000213,7.89%
16,128,0.005552,0.000411,7.41%
16,256,0.015080,0.000609,4.04%
16,512,0.051275,0.000859,1.67%
16,1024,0.196066,0.000675,0.34%
16,2048,0.77400,0.00260,0.34%
16,4096,3.069308,0.000839,0.03%
16,8192,12.26009,0.00417,0.03%
32,16,0.003414,0.000332,9.73%
32,32,0.003110,0.000240,7.71%
32,64,0.003872,0.000376,9.72%
32,128,0.006584,0.000681,10.35%
32,256,0.016036,0.000679,4.23%
32,512,0.052458,0.000751,1.43%
32,1024,0.196627,0.000527,0.27%
32,2048,0.77409,0.00143,0.18%
32,4096,3.06822,0.00111,0.04%
32,8192,12.26314,0.00902,0.07%
