1,16,0.001622,0.000157,9.70%
1,32,0.002760,0.000311,11.27%
1,64,0.010194,0.000900,8.83%
1,128,0.028897,0.000639,2.21%
1,256,0.08416,0.00100,1.19%
1,512,0.311622,0.000884,0.28%
1,1024,1.21788,0.00237,0.19%
1,2048,4.81415,0.00629,0.13%
1,4096,19.1121,0.0455,0.24%
1,8192,76.710,0.101,0.13%
2,16,0.0016622,0.0000826,4.97%
2,32,0.002103,0.000218,10.35%
2,64,0.005230,0.000483,9.24%
2,128,0.014174,0.000519,3.66%
2,256,0.046604,0.000676,1.45%
2,512,0.15956,0.00118,0.74%
2,1024,0.61734,0.00110,0.18%
2,2048,2.44055,0.00214,0.09%
2,4096,9.71557,0.00990,0.10%
2,8192,38.8536,0.0439,0.11%
4,16,0.0016246,0.0000604,3.72%
4,32,0.001745,0.000152,8.74%
4,64,0.002675,0.000195,7.27%
4,128,0.007872,0.000467,5.93%
4,256,0.024065,0.000687,2.85%
4,512,0.081736,0.000842,1.03%
4,1024,0.314996,0.000981,0.31%
4,2048,1.23831,0.00121,0.10%
4,4096,4.92688,0.00177,0.04%
4,8192,19.66668,0.00237,0.01%
8,16,0.001748,0.000242,13.82%
8,32,0.002544,0.000204,8.03%
8,64,0.002685,0.000190,7.09%
8,128,0.004874,0.000392,8.04%
8,256,0.012135,0.000634,5.22%
8,512,0.042451,0.000648,1.53%
8,1024,0.162334,0.000842,0.52%
8,2048,0.639774,0.000631,0.10%
8,4096,2.54679,0.00135,0.05%
8,8192,10.17102,0.00859,0.08%
16,16,0.001919,0.000181,9.45%
16,32,0.002181,0.000164,7.52%
16,64,0.003176,0.000506,15.92%
16,128,0.005112,0.000341,6.67%
16,256,0.012821,0.000621,4.85%
16,512,0.042835,0.000632,1.48%
16,1024,0.163036,0.000633,0.39%
16,2048,0.640903,0.000748,0.12%
16,4096,2.546604,0.000941,0.04%
16,8192,10.16260,0.00332,0.03%
32,16,0.004001,0.000316,7.89%
32,32,0.003180,0.000241,7.59%
32,64,0.003457,0.000337,9.75%
32,128,0.005627,0.000421,7.49%
32,256,0.013808,0.000742,5.37%
32,512,0.044492,0.000539,1.21%
32,1024,0.164324,0.000473,0.29%
32,2048,0.640990,0.000598,0.09%
32,4096,2.545775,0.000804,0.03%
32,8192,10.15748,0.00352,0.03%
