1,16,0.0016561,0.0000830,5.01%
1,32,0.003117,0.000346,11.09%
1,64,0.010774,0.000863,8.01%
1,128,0.02735,0.00105,3.82%
1,256,0.089297,0.000800,0.90%
1,512,0.32640,0.00118,0.36%
1,1024,1.26987,0.00257,0.20%
1,2048,5.1018,0.0128,0.25%
1,4096,20.3998,0.0354,0.17%
1,8192,81.6303,0.0771,0.09%
2,16,0.0016475,0.0000724,4.39%
2,32,0.002842,0.000115,4.04%
2,64,0.006911,0.000582,8.43%
2,128,0.01919,0.00104,5.41%
2,256,0.054413,0.000749,1.38%
2,512,0.19381,0.00215,1.11%
2,1024,0.73712,0.00141,0.19%
2,2048,2.91468,0.00504,0.17%
2,4096,11.6053,0.0115,0.10%
2,8192,46.4464,0.0215,0.05%
4,16,0.001143,0.000118,10.30%
4,32,0.0019470,0.0000777,3.99%
4,64,0.004472,0.000238,5.33%
4,128,0.013037,0.000475,3.65%
4,256,0.028480,0.000613,2.15%
4,512,0.102386,0.000977,0.95%
4,1024,0.39402,0.00172,0.44%
4,2048,1.54287,0.00270,0.17%
4,4096,6.1339,0.0100,0.16%
4,8192,24.4770,0.0241,0.10%
8,16,0.001326,0.000132,9.94%
8,32,0.001604,0.000141,8.82%
8,64,0.002811,0.000193,6.86%
8,128,0.005733,0.000443,7.73%
8,256,0.015739,0.000793,5.04%
8,512,0.057635,0.000512,0.89%
8,1024,0.208361,0.000722,0.35%
8,2048,0.80638,0.00299,0.37%
8,4096,3.18262,0.00375,0.12%
8,8192,12.7663,0.0393,0.31%
16,16,0.001686,0.000153,9.06%
16,32,0.001932,0.000208,10.79%
16,64,0.002829,0.000293,10.35%
16,128,0.005180,0.000258,4.98%
16,256,0.015925,0.000502,3.15%
16,512,0.054162,0.000785,1.45%
16,1024,0.20037,0.00209,1.04%
16,2048,0.74156,0.00945,1.27%
16,4096,2.8566,0.0151,0.53%
16,8192,11.2643,0.0326,0.29%
32,16,0.002601,0.000176,6.78%
32,32,0.002437,0.000250,10.27%
32,64,0.002608,0.000176,6.76%
32,128,0.005093,0.000294,5.77%
32,256,0.014726,0.000560,3.80%
32,512,0.049481,0.000903,1.83%
32,1024,0.180682,0.000965,0.53%
32,2048,0.70141,0.00328,0.47%
32,4096,2.76719,0.00675,0.24%
32,8192,11.0090,0.0185,0.17%
